"","accuracy","heading","latitude","longitude","speed","timestamp"
"961",4,18,40.051932,-83.0325766,22.44,1516232772
"962",4,18,40.0521322,-83.032502,22.73,1516232773
"963",4,17,40.0523352,-83.0324243,23,1516232774
"964",3.9,18,40.0525328,-83.0323312,23.75,1516232775
"965",3.9,18,40.0527403,-83.0322399,24.66,1516232776
"966",3.9,18,40.052956,-83.0321438,25.24,1516232777
"967",3.9,18,40.0531762,-83.0320466,25.91,1516232778
"968",4,18,40.053405,-83.0319475,26.97,1516232779
"969",3.9,18,40.0536412,-83.0318426,27.57,1516232780
"970",3.9,17,40.0538665,-83.0317384,27.29,1516232781
"971",3.9,17,40.0541052,-83.0316463,27.17,1516232782
"972",3.9,18,40.0543352,-83.0315488,27.44,1516232783
"973",3.9,18,40.0545682,-83.0314475,26.86,1516232784
"974",3.9,18,40.0547939,-83.0313437,26.53,1516232785
"975",3.9,18,40.0550111,-83.0312486,25.11,1516232786
"976",3.9,18,40.0552195,-83.0311604,23.67,1516232787
"977",3.9,17,40.0554175,-83.0310741,22.66,1516232788
"978",3.9,17,40.0556074,-83.0309938,22.13,1516232789
"979",4,17,40.0557952,-83.0309092,21.77,1516232790
"980",4,16,40.05598,-83.0308332,21.24,1516232791
"981",4,15,40.0561634,-83.0307608,20.99,1516232792
"982",4,13,40.0563428,-83.0307101,21.02,1516232793
"983",4,11,40.056528,-83.0306587,21.03,1516232794
"984",4,10,40.0567369,-83.0306372,21.47,1516232795
"985",4,9,40.0569218,-83.030599,21.43,1516232796
"986",3.9,7,40.0571087,-83.0305594,21.45,1516232797
"987",3.9,5,40.0572955,-83.0305188,21.37,1516232798
"988",3.9,4,40.0574723,-83.030487,20.99,1516232799
"989",3.9,4,40.0576647,-83.0304625,21.36,1516232800
"990",3.9,4,40.0578569,-83.0304425,21.1,1516232801
"991",3,3,40.0580437,-83.0304213,20.94,1516232802
"992",3.9,2,40.0582135,-83.0304117,20.87,1516232803
"993",3.9,1,40.058399,-83.0304094,20.61,1516232804
"994",4,0,40.0585912,-83.030409,20.52,1516232805
"995",4,359,40.058768,-83.0304137,20.26,1516232806
"996",4,358,40.0589423,-83.0304149,20.27,1516232807
"997",4,359,40.0591229,-83.0304213,19.95,1516232808
"998",4,359,40.0593041,-83.0304249,19.86,1516232809
"999",4,0,40.0594988,-83.0304137,20.34,1516232810
"1000",4,1,40.0596917,-83.0304137,20.67,1516232811
"1001",4,1,40.0598853,-83.0304059,20.19,1516232812
"1002",3.9,1,40.0600654,-83.030406,19.93,1516232813
"1003",3.9,1,40.0602396,-83.0303975,19.41,1516232814
"1004",3.9,1,40.0604093,-83.0303897,19.08,1516232815
"1005",3.9,1,40.0605802,-83.0303841,18.97,1516232816
"1006",4,0,40.0607516,-83.0303799,18.54,1516232817
"1007",4,358,40.060906,-83.0303836,18.12,1516232818
"1008",4,356,40.0610726,-83.0303945,18.34,1516232819
"1009",4,354,40.0612323,-83.0304108,17.89,1516232820
"1010",4,352,40.0613813,-83.0304395,17.09,1516232821
"1011",4,352,40.0615389,-83.0304655,16.74,1516232822
"1012",4,351,40.0616887,-83.0304976,16.58,1516232823
"1013",4,350,40.0618327,-83.0305284,16.86,1516232824
"1014",4,349,40.0619833,-83.0305627,17.08,1516232825
"1015",4,348,40.0621507,-83.0306058,18.11,1516232826
"1016",4,348,40.0623145,-83.0306439,17.38,1516232827
"1017",4,346,40.0624436,-83.0306834,14.97,1516232828
"1018",3.9,347,40.0625592,-83.0307181,13.24,1516232829
"1019",3.9,346,40.0626687,-83.0307594,11.15,1516232830
"1020",3.9,346,40.0627486,-83.0307878,9.48,1516232831
"1021",3.9,345,40.062818,-83.0308104,7.37,1516232832
"1022",3.9,346,40.06287,-83.0308154,4.81,1516232833
"1023",4,345,40.062912,-83.0308289,4.8,1516232834
"1024",4,345,40.0629125,-83.030817,1.04,1516232835
"1025",4,0,40.0629125,-83.03082,0,1516232836
"1026",5,0,40.062904,-83.0308293,0,1516232837
"1027",5,0,40.0629015,-83.0308276,0,1516232838
"1028",5,0,40.0629015,-83.0308277,0,1516232839
"1029",5,0,40.0628881,-83.0308231,0,1516232840
"1030",5,0,40.0628865,-83.0308233,0,1516232841
"1031",5,0,40.0628865,-83.0308233,0,1516232842
"1032",5,0,40.062885,-83.0308228,0,1516232843
"1033",5,0,40.0628889,-83.030828,0,1516232846
"1034",5,0,40.0628902,-83.0308295,0,1516232847
"1035",5,0,40.062891,-83.03083,0,1516232848
"1036",4,0,40.0628938,-83.0308304,0,1516232849
"1037",5,0,40.0628963,-83.0308304,0,1516232850
"1038",4,0,40.0628939,-83.0308305,0,1516232851
"1039",4,0,40.0628929,-83.0308305,0,1516232852
"1040",4,0,40.0628938,-83.0308301,0,1516232853
"1041",4,0,40.0628947,-83.0308301,0,1516232854
"1042",4,0,40.0628969,-83.0308298,0,1516232855
"1043",4,0,40.0628979,-83.03083,0,1516232856
"1044",4,0,40.0628994,-83.0308299,0,1516232857
"1045",3,0,40.0628992,-83.0308303,0,1516232858
"1046",3.9,0,40.0628991,-83.0308303,0,1516232859
"1047",3.9,0,40.062899,-83.0308302,0,1516232860
"1048",3.9,0,40.0628989,-83.03083,0,1516232861
"1049",3.9,0,40.062899,-83.0308301,0,1516232862
"1050",3.9,0,40.0628989,-83.03083,0,1516232863
"1051",3.9,0,40.062899,-83.0308301,0,1516232865
"1052",3.9,0,40.0628992,-83.0308301,0,1516232866
"1053",4,0,40.0628996,-83.03083,0,1516232867
"1054",4,0,40.0628996,-83.03083,0,1516232868
"1055",4,0,40.0628996,-83.03083,0,1516232869
"1056",4,0,40.0628996,-83.0308301,0,1516232870
"1057",4,0,40.0628997,-83.0308301,0,1516232871
"1058",4,0,40.0628997,-83.0308301,0,1516232872
"1059",4,0,40.0628999,-83.0308302,0,1516232873
"1060",4,0,40.0628999,-83.0308301,0,1516232874
"1061",4,346,40.0629108,-83.0308299,2.29,1516232875
"1062",4,341,40.0629354,-83.030841,3.11,1516232876
"1063",3.9,334,40.0629922,-83.030867,6.25,1516232877
"1064",3.9,321,40.0630441,-83.0309008,6.73,1516232878
"1065",3.9,313,40.0630901,-83.030958,6.87,1516232879
"1066",3.9,282,40.0631081,-83.0310388,8.11,1516232880
"1067",3.9,272,40.0631231,-83.0311423,9.19,1516232881
"1068",3.9,270,40.0631332,-83.0312604,10.35,1516232882
"1069",3.9,269,40.0631324,-83.0314006,12.64,1516232883
"1070",3.9,269,40.0631433,-83.0315545,13.59,1516232884
"1071",3.9,269,40.0631404,-83.0317267,14.91,1516232885
"1072",3.9,269,40.0631416,-83.0319294,16.58,1516232886
"1073",3.9,270,40.063149,-83.0321307,17.3,1516232887
"1074",3.9,270,40.0631513,-83.032331,17.69,1516232888
"1075",3.9,270,40.0631553,-83.0325314,18.32,1516232889
"1076",3.9,269,40.0631521,-83.032751,18.87,1516232890
"1077",3.9,269,40.0631503,-83.0329867,19.27,1516232891
"1078",3.9,270,40.0631553,-83.0332221,19.65,1516232892
"1079",3.9,270,40.0631636,-83.0334594,19.7,1516232893
"1080",3.9,270,40.0631572,-83.0336749,19.6,1516232894
"1081",3.9,268,40.063158,-83.0338971,19.61,1516232895
"1082",3.9,266,40.0631488,-83.0341296,19.6,1516232896
"1083",3.9,267,40.0631399,-83.0343652,19.73,1516232897
"1084",3.9,268,40.0631278,-83.0345872,19.27,1516232898
"1085",3.9,269,40.0631282,-83.0347898,18.75,1516232899
"1086",3.9,270,40.0631269,-83.0349974,18.22,1516232900
"1087",3.9,270,40.0631283,-83.0352073,17.83,1516232901
"1088",3.9,271,40.0631364,-83.0354112,17.24,1516232902
"1089",3.9,270,40.0631264,-83.0356094,16.77,1516232903
"1090",3.9,269,40.0631282,-83.0357955,16.28,1516232904
"1091",3.9,269,40.0631245,-83.0359873,15.8,1516232905
"1092",3.9,269,40.0631273,-83.0361719,15.25,1516232906
"1093",3.9,269,40.0631249,-83.0363501,14.11,1516232907
"1094",3.9,269,40.0631228,-83.0365072,12.88,1516232908
"1095",3,269,40.063118,-83.0366458,11.26,1516232909
"1096",3.9,269,40.0631192,-83.0367688,9.6,1516232910
"1097",3.9,270,40.063127,-83.0368659,8.22,1516232911
"1098",3.9,270,40.0631366,-83.0369477,6.29,1516232912
"1099",3.9,271,40.0631487,-83.0370068,4.55,1516232913
"1100",3.9,271,40.0631438,-83.0370498,2.9,1516232914
"1101",3.9,271,40.0631479,-83.0370747,1.77,1516232915
"1102",3.9,0,40.0631524,-83.0370812,0,1516232916
"1103",4,0,40.0631526,-83.0370847,0,1516232917
"1104",3.9,0,40.0631512,-83.0370906,0,1516232918
"1105",3.9,0,40.063153,-83.0370924,0,1516232919
"1106",4,0,40.0631565,-83.0370863,0,1516232920
"1107",4,0,40.0631565,-83.0370863,0,1516232921
"1108",4,0,40.0631575,-83.0370865,0,1516232922
"1109",4,0,40.0631554,-83.0370888,0,1516232923
"1110",4,0,40.0631544,-83.0370916,0,1516232924
"1111",3,0,40.0631547,-83.0370947,0,1516232925
"1112",3.9,0,40.0631544,-83.0370957,0,1516232926
"1113",4,0,40.0631534,-83.0370961,0,1516232927
"1114",4,0,40.0631534,-83.0370966,0,1516232928
"1115",4,0,40.0631534,-83.0370966,0,1516232929
"1116",3.9,0,40.0631519,-83.0370965,0,1516232930
"1117",4,0,40.0631519,-83.0370965,0,1516232931
"1118",4,0,40.0631519,-83.0370965,0,1516232932
"1119",4,0,40.0631519,-83.0370965,0,1516232933
"1120",4,0,40.0631518,-83.0370966,0,1516232934
"1121",4,0,40.0631518,-83.0370966,0,1516232935
"1122",4,0,40.0631518,-83.0370966,0,1516232936
"1123",3.9,0,40.0631518,-83.0370966,0,1516232937
"1124",3.9,0,40.0631518,-83.0370966,0,1516232938
"1125",3.9,0,40.0631518,-83.0370966,0,1516232939
"1126",3,0,40.0631518,-83.0370967,0,1516232940
"1127",3.9,0,40.0631518,-83.0370967,0,1516232941
"1128",3.9,0,40.0631517,-83.0370967,0,1516232942
"1129",3.9,0,40.0631517,-83.0370968,0,1516232943
"1130",3.9,0,40.0631517,-83.0370968,0,1516232944
"1131",3.9,0,40.0631517,-83.0370968,0,1516232945
"1132",3.9,0,40.0631516,-83.0370968,0,1516232946
"1133",3.9,0,40.0631516,-83.0370969,0,1516232947
"1134",3.9,0,40.0631516,-83.0370969,0,1516232948
"1135",3.9,0,40.0631516,-83.037097,0,1516232949
"1136",3.9,0,40.0631516,-83.037097,0,1516232950
"1137",3.9,0,40.0631516,-83.0370971,0,1516232951
"1138",3.9,0,40.0631516,-83.0370971,0,1516232952
"1139",3.9,0,40.0631516,-83.0370972,0,1516232953
"1140",3.9,0,40.0631516,-83.0370972,0,1516232954
"1141",3.9,0,40.0631516,-83.0370972,0,1516232955
"1142",3.9,272,40.0631462,-83.0371167,1.64,1516232956
"1143",3.9,271,40.0631474,-83.0371557,4.21,1516232957
"1144",3.9,271,40.0631481,-83.0372187,6.12,1516232958
"1145",3.9,271,40.0631467,-83.037305,7.64,1516232959
"1146",3.9,270,40.0631506,-83.0374058,8.85,1516232960
"1147",3.9,270,40.0631512,-83.0375218,10.03,1516232961
"1148",3.9,271,40.0631537,-83.0376486,11.02,1516232962
"1149",3.9,271,40.0631594,-83.0377851,11.91,1516232963
"1150",3.9,271,40.0631632,-83.0379335,13,1516232964
"1151",3.9,272,40.0631655,-83.0380959,14,1516232965
"1152",3.9,272,40.0631675,-83.0382607,13.85,1516232966
"1153",3.9,272,40.0631792,-83.0384254,13.71,1516232967
"1154",3.9,272,40.0631878,-83.0385856,14.43,1516232968
"1155",3.9,272,40.0631949,-83.0387601,14.71,1516232969
"1156",3.9,272,40.0632023,-83.0389422,15.46,1516232970
"1157",3.9,272,40.0632047,-83.0391216,15.28,1516232971
"1158",3.9,272,40.063207,-83.0393057,15.58,1516232972
"1159",3.9,272,40.063213,-83.0394882,15.58,1516232973
"1160",3.9,271,40.0632205,-83.0396857,16.88,1516232974
"1161",3.9,271,40.0632235,-83.0398968,18,1516232975
"1162",3.9,272,40.0632284,-83.0401167,18.82,1516232976
"1163",3.9,272,40.0632341,-83.0403487,19.38,1516232977
"1164",3.9,272,40.0632479,-83.0405781,19.77,1516232978
"1165",3.9,272,40.0632559,-83.0408097,19.77,1516232979
"1166",3.9,272,40.0632617,-83.0410441,19.77,1516232980
"1167",3.9,272,40.0632695,-83.0412722,19.04,1516232981
"1168",3.9,272,40.0632847,-83.0414932,18.76,1516232982
"1169",4,272,40.0633017,-83.0416966,18.89,1516232983
"1170",4,272,40.0633044,-83.0419211,19.13,1516232984
"1171",4,272,40.0633122,-83.0421481,19.1,1516232985
"1172",4,271,40.0633117,-83.0423726,18.91,1516232986
"1173",4,272,40.0633153,-83.0425964,19.06,1516232987
"1174",4,272,40.0633178,-83.0428251,19.58,1516232988
"1175",4,272,40.0633225,-83.0430522,19.78,1516232989
"1176",4,273,40.063331,-83.0432894,19.63,1516232990
"1177",3.9,272,40.0633435,-83.0435183,19.71,1516232991
"1178",4,273,40.0633485,-83.043762,20.29,1516232992
"1179",3.9,272,40.0633541,-83.0440039,20.66,1516232993
"1180",3.9,272,40.0633608,-83.0442479,20.67,1516232994
"1181",3.9,272,40.0633707,-83.0444959,20.93,1516232995
"1182",3.9,272,40.0633796,-83.0447465,20.97,1516232996
"1183",3.9,272,40.0633857,-83.0449986,21.24,1516232997
"1184",3,272,40.0633997,-83.0452458,21.25,1516232998
"1185",3.9,272,40.0634094,-83.0454956,21.1,1516232999
"1186",3.9,272,40.0634216,-83.0457405,20.82,1516233000
"1187",3.9,272,40.0634283,-83.0459841,20.59,1516233001
"1188",3.9,272,40.0634334,-83.0462217,20.21,1516233002
"1189",3.9,272,40.0634417,-83.0464583,20.21,1516233003
"1190",3.9,272,40.063445,-83.0466882,19.36,1516233004
"1191",3.9,272,40.063452,-83.0469053,18.45,1516233005
"1192",3.9,272,40.0634579,-83.0471214,18.13,1516233006
"1193",3.9,272,40.0634651,-83.0473338,18.13,1516233007
"1194",3.9,272,40.0634626,-83.0475352,17.55,1516233008
"1195",3.9,272,40.0634685,-83.0477408,17.55,1516233009
"1196",3.9,272,40.0634734,-83.0479536,17.67,1516233010
"1197",3.9,272,40.0634798,-83.0481606,17.67,1516233011
"1198",3.9,272,40.063485,-83.0483735,18.13,1516233012
"1199",3.9,272,40.063493,-83.0485864,18.3,1516233013
"1200",3.9,272,40.0635005,-83.0487981,18.62,1516233014
"1201",3.9,272,40.0635132,-83.049023,18.43,1516233015
"1202",3.9,272,40.0635158,-83.04924,18.21,1516233016
"1203",3.9,272,40.0635282,-83.0494581,18.49,1516233017
"1204",3.9,272,40.0635406,-83.0496748,18.31,1516233018
"1205",3,272,40.0635445,-83.0498833,17.8,1516233019
"1206",3.9,272,40.0635553,-83.0500803,17.18,1516233020
"1207",3.9,272,40.0635613,-83.0502779,16.42,1516233021
"1208",3.9,272,40.0635698,-83.0504676,15.92,1516233022
"1209",3.9,272,40.0635753,-83.050654,15.92,1516233023
"1210",3.9,272,40.0635721,-83.0508316,15.4,1516233024
"1211",3.9,272,40.0635775,-83.0510203,16.11,1516233025
"1212",3.9,272,40.0635851,-83.0512115,15.71,1516233026
"1213",3.9,272,40.0635969,-83.0513943,15.04,1516233027
"1214",3.9,273,40.0636026,-83.0515764,14.99,1516233028
"1215",3.9,272,40.0636082,-83.0517405,15.52,1516233029
"1216",3.9,272,40.0636147,-83.0519241,16.02,1516233030
"1217",3.9,271,40.0636142,-83.0521207,16.87,1516233031
"1218",3.9,272,40.0636195,-83.0523187,17.17,1516233032
"1219",3.9,272,40.0636302,-83.0525192,17.24,1516233033
"1220",3.9,272,40.0636341,-83.0527234,17.53,1516233034
"1221",3.9,272,40.0636392,-83.0529316,17.74,1516233035
"1222",3.9,273,40.0636557,-83.0531357,17.92,1516233036
"1223",3.9,272,40.0636678,-83.0533462,17.47,1516233037
"1224",3.9,272,40.0636807,-83.0535478,16.93,1516233038
"1225",3.9,273,40.0636841,-83.0537586,17.07,1516233039
"1226",3.9,272,40.0636872,-83.0539603,17.01,1516233040
"1227",3.9,272,40.0636972,-83.0541537,16.6,1516233041
"1228",3.9,273,40.0637047,-83.0543481,16.6,1516233042
"1229",3,274,40.0637109,-83.0545178,15.66,1516233043
"1230",3.9,275,40.0637267,-83.0546873,14.96,1516233044
"1231",3.9,275,40.0637407,-83.054865,14.43,1516233045
"1232",3.9,274,40.063766,-83.0550239,14.04,1516233046
"1233",3.9,273,40.0637752,-83.0551874,13.69,1516233047
"1234",3.9,273,40.063781,-83.0553546,13.29,1516233048
"1235",3.9,273,40.0637874,-83.0555112,12.96,1516233049
"1236",3.9,273,40.0637912,-83.0556456,11.55,1516233050
"1237",3.9,274,40.0638028,-83.0557714,10.48,1516233051
"1238",3.9,274,40.063805,-83.0558909,9.92,1516233052
"1239",3.9,274,40.0638117,-83.0559943,8.88,1516233053
"1240",3.9,274,40.0638139,-83.0560935,8.26,1516233054
"1241",3.9,274,40.0638202,-83.0561721,7.62,1516233055
"1242",3.9,273,40.0638178,-83.0562663,6.9,1516233056
"1243",3.9,273,40.0638232,-83.0563428,5.89,1516233057
"1244",3.9,273,40.0638118,-83.0563648,4.4,1516233058
"1245",3.9,273,40.0638227,-83.056362,3.17,1516233059
"1246",3.9,269,40.0638332,-83.05638,1.89,1516233060
"1247",4,276,40.0638336,-83.0564156,1.29,1516233061
"1248",4,272,40.0638285,-83.0564171,0.39,1516233062
"1249",5,276,40.0638289,-83.0564217,0.39,1516233063
"1250",6,0,40.0638209,-83.0564236,0,1516233064
"1251",6,0,40.0638175,-83.0564235,0,1516233065
"1252",6,0,40.0638102,-83.0564246,0,1516233066
"1253",6,0,40.0638121,-83.0564236,0,1516233067
"1254",6,0,40.0638087,-83.0564219,0,1516233068
"1255",6,0,40.0638097,-83.0564215,0,1516233069
"1256",6,0,40.0638145,-83.05642,0,1516233070
"1257",6,0,40.0638165,-83.0564217,0,1516233071
"1258",5,0,40.0638162,-83.0564265,0,1516233072
"1259",5,0,40.0638158,-83.0564294,0,1516233073
"1260",5,0,40.0638142,-83.0564335,0,1516233074
"1261",5,0,40.0638143,-83.056433,0,1516233075
"1262",5,0,40.0638144,-83.0564339,0,1516233076
"1263",5,0,40.0638142,-83.0564343,0,1516233077
"1264",5,0,40.0638143,-83.0564344,0,1516233078
"1265",5,0,40.0638148,-83.0564344,0,1516233079
"1266",5,0,40.0638148,-83.0564344,0,1516233080
"1267",5,0,40.0638148,-83.0564344,0,1516233081
"1268",4,0,40.063813,-83.0564355,0,1516233082
"1269",5,0,40.063813,-83.0564355,0,1516233083
"1270",5,0,40.063814,-83.0564358,0,1516233084
"1271",5,0,40.063814,-83.0564358,0,1516233085
"1272",4,0,40.0638175,-83.0564344,0,1516233086
"1273",4,0,40.0638175,-83.0564344,0,1516233087
"1274",4,0,40.0638163,-83.0564358,0,1516233088
"1275",3.9,0,40.0638164,-83.0564358,0,1516233089
"1276",3.9,0,40.0638161,-83.0564366,0,1516233090
"1277",3.9,0,40.0638162,-83.0564367,0,1516233091
"1278",3.9,0,40.0638162,-83.0564367,0,1516233092
"1279",3.9,0,40.0638163,-83.0564368,0,1516233093
"1280",3.9,0,40.0638166,-83.0564367,0,1516233094
"1281",3.9,0,40.0638166,-83.0564367,0,1516233095
"1282",3.9,0,40.0638167,-83.0564368,0,1516233096
"1283",3.9,0,40.0638166,-83.0564368,0,1516233097
"1284",3.9,0,40.0638166,-83.0564369,0,1516233098
"1285",3.9,0,40.0638166,-83.0564369,0,1516233099
"1286",3.9,0,40.0638166,-83.0564369,0,1516233100
"1287",3.9,0,40.0638166,-83.056437,0,1516233101
"1288",3.9,0,40.0638166,-83.056437,0,1516233102
"1289",3.9,0,40.0638166,-83.056437,0,1516233103
"1290",3.9,0,40.0638166,-83.0564371,0,1516233104
"1291",3.9,0,40.0638166,-83.0564371,0,1516233105
"1292",3.9,0,40.0638165,-83.0564371,0,1516233106
"1293",3.9,0,40.0638166,-83.0564372,0,1516233107
"1294",3.9,0,40.0638166,-83.0564372,0,1516233108
"1295",3,0,40.0638166,-83.0564372,0,1516233109
"1296",3,0,40.0638166,-83.0564372,0,1516233110
"1297",3,0,40.0638166,-83.0564373,0,1516233111
"1298",3.9,269,40.0638168,-83.0564561,4.03,1516233112
"1299",3.9,272,40.0638401,-83.0565142,5.08,1516233113
"1300",3.9,273,40.0638424,-83.0565913,6.5,1516233114
"1301",3.9,272,40.0638433,-83.0566749,6.87,1516233115
"1302",3.9,272,40.0638427,-83.0567587,6.51,1516233116
"1303",3.9,271,40.0638368,-83.0568332,6.19,1516233117
"1304",3.9,271,40.063838,-83.0569048,5.86,1516233118
"1305",3.9,271,40.0638353,-83.0569819,6.44,1516233119
"1306",3.9,274,40.0638421,-83.0570755,8.43,1516233120
"1307",3.9,275,40.0638503,-83.0571869,9.78,1516233121
"1308",3.9,277,40.0638647,-83.0573038,10.47,1516233122
"1309",4,275,40.0638754,-83.0574256,10.46,1516233123
"1310",3.9,274,40.063878,-83.0575576,10.15,1516233124
"1311",3.9,275,40.0638865,-83.0576783,9.97,1516233125
"1312",3.9,275,40.0638889,-83.0577949,9.51,1516233126
"1313",3.9,275,40.0639014,-83.0578851,8.5,1516233127
"1314",3.9,275,40.063903,-83.0579825,7.41,1516233128
"1315",3.9,277,40.0639086,-83.0580522,5.72,1516233129
"1316",4,292,40.0639212,-83.0581283,4.22,1516233130
"1317",3.9,312,40.0639471,-83.0581629,3.8,1516233131
"1318",4,330,40.0639716,-83.0581942,3.82,1516233132
"1319",4,352,40.0639945,-83.0582289,3.55,1516233133
"1320",3.9,1,40.0640268,-83.0582323,3.74,1516233134
"1321",3.9,2,40.0640681,-83.0582328,4.24,1516233135
"1322",3.9,3,40.0640994,-83.0582303,4.56,1516233136
"1323",3.9,5,40.0641412,-83.0582309,5.03,1516233137
"1324",3.9,4,40.0641945,-83.0582309,6,1516233138
"1325",3.9,5,40.0642638,-83.0582149,6.55,1516233139
"1326",3.9,5,40.0643152,-83.0582047,6.47,1516233140
"1327",3.9,5,40.0643708,-83.0581999,6.91,1516233141
"1328",3.9,4,40.0644271,-83.0581998,7.12,1516233142
"1329",3.9,3,40.0644886,-83.0581959,7.08,1516233143
"1330",3.9,4,40.0645587,-83.0581897,6.89,1516233144
"1331",4,4,40.0646206,-83.058183,6.9,1516233145
"1332",3.9,4,40.0646684,-83.058167,5.85,1516233146
"1333",3.9,2,40.0647159,-83.0581661,5.21,1516233147
"1334",3.9,2,40.0647587,-83.0581735,4.64,1516233148
"1335",4,2,40.0648047,-83.0581746,4.85,1516233149
"1336",3.9,1,40.0648474,-83.0581749,4.97,1516233150
"1337",3.9,0,40.0648932,-83.0581763,4.57,1516233151
"1338",3.9,359,40.064921,-83.0581692,4.37,1516233152
"1339",4,355,40.0649605,-83.0581704,4.37,1516233153
"1340",3.9,341,40.0649851,-83.0581903,3.24,1516233154
"1341",4,316,40.0650166,-83.058227,4.34,1516233155
"1342",3.9,295,40.065055,-83.0582762,3.65,1516233156
"1343",3.9,291,40.0650701,-83.0583144,3.67,1516233157
"1344",3.9,283,40.0650605,-83.0583237,3.71,1516233158
"1345",4,280,40.0650412,-83.058352,5.83,1516233159
"1346",3.9,278,40.06505,-83.058418,5.92,1516233160
"1347",3.9,275,40.0650538,-83.0584949,6,1516233161
"1348",3.9,273,40.0650476,-83.0585565,5.44,1516233162
"1349",4,273,40.0650509,-83.0586202,5.44,1516233163
"1350",3.9,273,40.0650492,-83.0586615,4.06,1516233164
"1351",3.9,272,40.06505,-83.0587019,3.52,1516233165
"1352",3.9,269,40.0650475,-83.0587208,1.78,1516233166
"1353",3.9,260,40.065035,-83.0587431,1.34,1516233167
"1354",3.9,253,40.065026,-83.0587658,1.74,1516233168
"1355",3.9,266,40.0650264,-83.0588235,3.13,1516233169
"1356",3.9,272,40.0650272,-83.0588642,3.44,1516233170
"1357",3,273,40.0650286,-83.0589046,3.44,1516233171
"1358",4,272,40.065034,-83.0589128,1.9,1516233172
"1359",4,267,40.0650308,-83.0589377,2.88,1516233173
"1360",4,242,40.0650202,-83.0589763,3.69,1516233174
"1361",4,222,40.0649989,-83.0590129,3.79,1516233175
"1362",3.9,204,40.0649699,-83.0590382,3.59,1516233176
"1363",3.9,195,40.0649353,-83.0590523,4.32,1516233177
"1364",3.9,188,40.0648949,-83.0590609,4.42,1516233178
"1365",3.9,183,40.0648547,-83.0590652,4.18,1516233179
"1366",3.9,182,40.064814,-83.0590671,4.7,1516233180
"1367",3.9,180,40.0647709,-83.0590682,4.69,1516233181
"1368",3.9,179,40.0647308,-83.0590672,4.08,1516233182
"1369",3.9,179,40.0646969,-83.0590658,3.42,1516233183
"1370",3.9,186,40.064671,-83.0590675,2.69,1516233184
"1371",3.9,197,40.0646486,-83.0590741,2.73,1516233185
"1372",3.9,204,40.0646292,-83.0590881,2.13,1516233186
"1373",3.9,228,40.0646144,-83.0591057,2.18,1516233187
"1374",3.9,246,40.0646073,-83.0591278,2.05,1516233188
"1375",4,262,40.0646066,-83.0591447,1.18,1516233189
"1376",4,267,40.0646087,-83.0591576,1.18,1516233190
"1377",4,0,40.064615,-83.0591558,0,1516233191
"1378",4,0,40.0646176,-83.0591502,0,1516233192
"1379",5,0,40.0646171,-83.0591477,0,1516233193
"1380",5,0,40.0646169,-83.0591464,0,1516233194
"1381",4,0,40.0646173,-83.0591466,0,1516233195
"1382",4,0,40.0646175,-83.0591467,0,1516233196
"1383",4,0,40.0646196,-83.0591495,0,1516233197
"1384",4,0,40.0646207,-83.059151,0,1516233198
"1385",96,0,40.0646212,-83.0591519,0,1516233199
"1386",5,0,40.0646219,-83.0591524,0,1516233200
"1387",5,0,40.0646216,-83.0591527,0,1516233201
"1388",5,0,40.0646214,-83.0591525,0,1516233202
"1389",5,0,40.064622,-83.0591533,0,1516233203
"1390",4,0,40.0646222,-83.0591539,0,1516233204
"1391",4,0,40.0646216,-83.0591547,0,1516233205
"1392",4,0,40.0646216,-83.0591549,0,1516233206
"1393",3.9,0,40.064621,-83.0591552,0,1516233207
"1394",3.9,0,40.0646206,-83.0591552,0,1516233208
"1395",4,0,40.0646204,-83.0591552,0,1516233209
"1396",4,0,40.0646204,-83.0591553,0,1516233210
"1397",4,0,40.0646204,-83.0591552,0,1516233211
"1398",5,0,40.0646204,-83.0591551,0,1516233212
"1399",5,0,40.0646204,-83.059155,0,1516233213
"1400",5,21,40.0646396,-83.059149,1.99,1516233214
"1401",4,7,40.0646665,-83.0591452,1.58,1516233215
"1402",4,10,40.0646907,-83.0591439,1.71,1516233216
"1403",4,0,40.0647135,-83.0591457,0,1516233217
"1404",4,0,40.0647254,-83.0591479,0,1516233218
"1405",5,0,40.0647264,-83.0591478,0,1516233219
"1406",4,0,40.0647285,-83.0591468,0,1516233220
"1407",4,0,40.0647338,-83.0591464,0,1516233221
"1408",4,0,40.0647402,-83.059146,0,1516233222
"1409",4,0,40.0647455,-83.0591454,0,1516233223
"1410",4,0,40.0647484,-83.0591446,0,1516233224
"1411",4,0,40.0647509,-83.0591429,0,1516233225
"1412",4,1,40.0647588,-83.059142,0.16,1516233226
"1413",4,2,40.0647711,-83.0591404,0.4,1516233227
"1414",4,14,40.0647865,-83.0591396,0.85,1516233228
"1415",5,26,40.0648052,-83.0591346,1.14,1516233229
"1416",5,20,40.0648263,-83.0591298,1.37,1516233230
"1417",5,15,40.0648492,-83.0591246,1.29,1516233231
"1418",6,15,40.0648718,-83.0591214,0.91,1516233232
"1419",6,15,40.0648888,-83.0591196,0.59,1516233233
"1420",6,15,40.0649063,-83.0591171,1.04,1516233234
"1421",7,15,40.0649229,-83.0591125,0.95,1516233235
"1422",6,0,40.0649442,-83.0591157,0,1516233236
