"","accuracy","heading","latitude","longitude","speed","timestamp"
"478",11,0,39.9895687,-83.0257459,0,1516232289
"479",11,0,39.9895686,-83.0257461,0,1516232290
"480",11,0,39.9895684,-83.0257463,0,1516232291
"481",11,0,39.9895683,-83.0257466,0,1516232292
"482",11,0,39.9895681,-83.0257469,0,1516232293
"483",11,0,39.989568,-83.0257471,0,1516232294
"484",10,0,39.9895679,-83.0257473,0,1516232295
"485",10,0,39.9895678,-83.0257475,0,1516232296
"486",10,45,39.9895728,-83.0257451,0.43,1516232297
"487",10,46,39.9895802,-83.0257437,0.86,1516232298
"488",10,47,39.9895951,-83.025738,1.9,1516232299
"489",9,48,39.9896203,-83.0257269,3.24,1516232300
"490",9,48,39.9896532,-83.0257098,3.83,1516232301
"491",9,49,39.9896905,-83.025694,4.25,1516232302
"492",9,352,39.9897843,-83.0257866,5.29,1516232303
"493",9,2,39.989867,-83.0257792,6.82,1516232304
"494",9,0,39.989934,-83.0257802,6.65,1516232305
"495",9,357,39.9900019,-83.0257935,6.76,1516232306
"496",9,358,39.9900705,-83.0257978,7.21,1516232307
"497",9,358,39.9901295,-83.0258005,6.58,1516232308
"498",9,359,39.9901846,-83.0258006,6.2,1516232309
"499",9,0,39.9902434,-83.0258005,6.01,1516232310
"500",100,1,39.290312,-82.0257972,6.73,1516232311
"501",100,358,39.2903932,-82.0258223,7.65,1516232312
"502",100,358,39.2904564,-82.0258322,7.47,1516232313
"503",9,358,39.9905219,-83.0258425,7.24,1516232314
"504",9,0,39.9905827,-83.0258469,6.93,1516232315
"505",9,1,39.9906437,-83.0258501,6.74,1516232316
"506",9,2,39.9906872,-83.0258468,5.37,1516232317
"507",9,3,39.990713,-83.0258435,4.09,1516232318
"508",9,4,39.9907258,-83.0258394,2.49,1516232319
"509",9,5,39.9907316,-83.0258362,1.26,1516232320
"510",9,0,39.9907355,-83.0258379,0,1516232321
"511",9,0,39.9907392,-83.0258377,0,1516232322
"512",9,0,39.9907462,-83.0258367,0,1516232323
"513",9,0,39.9907483,-83.0258383,0,1516232324
"514",9,0,39.9907526,-83.0258352,0,1516232325
"515",9,0,39.9907541,-83.0258334,0,1516232326
"516",9,0,39.9907567,-83.0258309,0,1516232327
"517",9,0,39.9907565,-83.0258296,0,1516232328
"518",9,0,39.9907571,-83.025829,0,1516232329
"519",9,0,39.9907587,-83.0258306,0,1516232330
"520",9,0,39.9907594,-83.0258309,0,1516232331
"521",3.9,0,39.9907598,-83.0258311,0,1516232332
"522",3.9,0,39.9907599,-83.0258308,0,1516232333
"523",3.9,0,39.9907601,-83.0258307,0,1516232334
"524",3.9,0,39.9907602,-83.0258307,0,1516232335
"525",3.9,0,39.9907603,-83.0258306,0,1516232336
"526",3.9,0,39.9907603,-83.0258306,0,1516232337
"527",3.9,0,39.9907603,-83.0258306,0,1516232338
"528",3.9,0,39.9907603,-83.0258306,0,1516232339
"529",3.9,0,39.9907603,-83.0258306,0,1516232340
"530",3.9,0,39.9907603,-83.0258305,0,1516232341
"531",3.9,0,39.9907602,-83.0258305,0,1516232342
"532",3.9,0,39.99076,-83.0258305,0,1516232343
"533",3.9,0,39.9907601,-83.0258305,0,1516232344
"534",3.9,0,39.9907601,-83.0258305,0,1516232345
"535",3.9,0,39.9907601,-83.0258305,0,1516232346
"536",3.9,0,39.9907601,-83.0258305,0,1516232347
"537",3.9,0,39.9907601,-83.0258305,0,1516232348
"538",3.9,0,39.9907602,-83.0258304,0,1516232349
"539",3.9,0,39.9907603,-83.0258304,0,1516232350
"540",3.9,0,39.9907603,-83.0258304,0,1516232351
"541",3.9,0,39.9907603,-83.0258304,0,1516232352
"542",3.9,0,39.9907604,-83.0258303,0,1516232353
"543",3.9,0,39.9907605,-83.0258302,0,1516232354
"544",3.9,0,39.9907605,-83.0258302,0,1516232355
"545",3.9,0,39.9907605,-83.0258301,0,1516232356
"546",3.9,0,39.9907606,-83.02583,0,1516232357
"547",3.9,0,39.9907606,-83.0258301,0,1516232358
"548",3.9,0,39.9907605,-83.0258301,0,1516232359
"549",3.9,0,39.9907604,-83.0258301,0,1516232360
"550",3.9,0,39.9907605,-83.0258301,0,1516232361
"551",3.9,0,39.9907604,-83.0258301,0,1516232362
"552",3.9,0,39.9907601,-83.0258302,0,1516232363
"553",3.9,0,39.9907602,-83.0258302,0,1516232364
"554",3.9,0,39.9907601,-83.0258301,0,1516232365
"555",3.9,0,39.9907601,-83.0258301,0,1516232366
"556",3,0,39.99076,-83.0258301,0,1516232367
"557",3.9,0,39.99076,-83.0258302,0,1516232368
"558",3,0,39.99076,-83.0258301,0,1516232369
"559",3.9,0,39.9907599,-83.0258302,0,1516232370
"560",3.9,0,39.9907599,-83.0258303,0,1516232371
"561",3.9,0,39.9907599,-83.0258303,0,1516232372
"562",3,0,39.9907598,-83.0258303,0,1516232373
"563",3.9,0,39.9907598,-83.0258303,0,1516232374
"564",3.9,0,39.9907597,-83.0258303,0,1516232375
"565",3.9,0,39.9907596,-83.0258302,0,1516232376
"566",3.9,0,39.9907597,-83.0258302,0,1516232377
"567",3.9,0,39.9907595,-83.0258302,0,1516232378
"568",3.9,0,39.9907595,-83.0258302,0,1516232379
"569",3.9,0,39.9907594,-83.0258302,0,1516232380
"570",3.9,0,39.9907595,-83.0258302,0,1516232381
"571",3.9,0,39.9907594,-83.0258302,0,1516232382
"572",3.9,0,39.9907593,-83.0258301,0,1516232383
"573",3.9,0,39.9907591,-83.0258301,0,1516232384
"574",3.9,0,39.9907591,-83.0258301,0,1516232385
"575",3.9,0,39.9907591,-83.0258301,0,1516232386
"576",3.9,0,39.9907589,-83.0258301,0,1516232387
"577",3.9,0,39.9907588,-83.0258301,0,1516232388
"578",3.9,0,39.9907586,-83.0258302,0,1516232389
"579",3.9,0,39.9907586,-83.0258302,0,1516232390
"580",3.9,0,39.9907584,-83.0258302,0,1516232391
"581",3.9,0,39.9907585,-83.0258303,0,1516232392
"582",3.9,0,39.9907584,-83.0258303,0,1516232393
"583",3.9,0,39.9907584,-83.0258303,0,1516232394
"584",3.9,0,39.9907583,-83.0258302,0,1516232395
"585",3.9,0,39.9907582,-83.0258303,0,1516232396
"586",3.9,0,39.9907711,-83.0258322,1.36,1516232397
"587",3.9,0,39.990793,-83.0258266,2.75,1516232398
"588",3.9,358,39.9908253,-83.0258296,4.54,1516232399
"589",3.9,359,39.9908769,-83.0258307,6.47,1516232400
"590",3.9,0,39.9909468,-83.0258328,8.42,1516232401
"591",3.9,0,39.9910268,-83.0258347,10.12,1516232402
"592",3.9,1,39.9911226,-83.0258346,11.28,1516232403
"593",3.9,2,39.9912216,-83.0258298,12.22,1516232404
"594",3.9,4,39.9913344,-83.0258193,12.97,1516232405
"595",3.9,5,39.9914542,-83.0258053,13.8,1516232406
"596",3.9,6,39.991578,-83.0257923,13.89,1516232407
"597",3.9,6,39.9917024,-83.0257755,14.16,1516232408
"598",3.9,5,39.9918272,-83.025767,14.15,1516232409
"599",3.9,6,39.9919494,-83.0257489,13.8,1516232410
"600",3.9,6,39.9920717,-83.0257293,13.39,1516232411
"601",3.9,7,39.9921899,-83.0257091,13.03,1516232412
"602",3.9,6,39.9923025,-83.0256864,12.72,1516232413
"603",3.9,7,39.9924166,-83.0256658,12.33,1516232414
"604",3.9,6,39.9925178,-83.0256506,11.32,1516232415
"605",3.9,6,39.9925998,-83.0256317,9.56,1516232416
"606",3.9,6,39.9926759,-83.0256161,7.86,1516232417
"607",3.9,7,39.9927362,-83.0256114,6.81,1516232418
"608",3.9,6,39.9927966,-83.0256046,5.78,1516232419
"609",3.9,6,39.9928541,-83.0256024,5.95,1516232420
"610",3.9,6,39.9929084,-83.0255926,6.77,1516232421
"611",3.9,6,39.9929775,-83.0255814,8.02,1516232422
"612",3.9,6,39.9930586,-83.0255722,9.19,1516232423
"613",3.9,6,39.9931386,-83.025559,9.78,1516232424
"614",3.9,6,39.9932339,-83.0255503,10.75,1516232425
"615",3.9,6,39.9933322,-83.0255363,11.58,1516232426
"616",3.9,6,39.9934402,-83.0255218,12.5,1516232427
"617",3.9,6,39.9935605,-83.0255075,13.27,1516232428
"618",3.9,6,39.9936743,-83.0254906,13.01,1516232429
"619",3.9,6,39.9937942,-83.0254789,12.55,1516232430
"620",3.9,6,39.9939056,-83.0254568,12.23,1516232431
"621",3.9,6,39.9940141,-83.0254376,12.14,1516232432
"622",3.9,6,39.9941266,-83.0254302,12.4,1516232433
"623",3.9,6,39.9942418,-83.0254101,13.04,1516232434
"624",3.9,6,39.9943643,-83.0253953,13.53,1516232435
"625",3.9,7,39.9944946,-83.0253868,13.64,1516232436
"626",3.9,8,39.9946195,-83.0253651,13.68,1516232437
"627",3.9,8,39.9947338,-83.0253402,13.73,1516232438
"628",3.9,10,39.9948592,-83.0253092,14,1516232439
"629",3.9,12,39.9949888,-83.0252774,14.11,1516232440
"630",4,14,39.9951125,-83.0252398,14.1,1516232441
"631",4,15,39.9952263,-83.0251951,13.79,1516232442
"632",4,16,39.9953421,-83.0251521,14.05,1516232443
"633",4,18,39.9954921,-83.025104,14.25,1516232444
"634",4,20,39.9956092,-83.0250482,14.11,1516232445
"635",4,25,39.9957248,-83.0249771,14.09,1516232446
"636",4,27,39.9958336,-83.0249018,14.14,1516232447
"637",5,29,39.9959451,-83.0248234,14.1,1516232448
"638",96,30,39.9960594,-83.0247388,14.22,1516232449
"639",96,30,39.9961971,-83.0246332,15.61,1516232450
"640",7,28,39.9963463,-83.0245237,16.95,1516232451
"641",6,24,39.9964731,-83.0244353,16.94,1516232452
"642",6,20,39.9966108,-83.0243765,16.87,1516232453
"643",4,13,39.9967287,-83.0243305,16.36,1516232454
"644",4,7,39.9968698,-83.024298,16.21,1516232455
"645",4,358,39.9970266,-83.0242985,16.96,1516232456
"646",4,352,39.9971555,-83.0243037,15.56,1516232457
"647",4,343,39.9972963,-83.024385,16.45,1516232458
"648",3.9,336,39.9974315,-83.0244816,15.84,1516232459
"649",3.9,327,39.9975502,-83.0245704,15.2,1516232460
"650",3.9,320,39.9976449,-83.0247094,15.39,1516232461
"651",4,312,39.9977425,-83.024849,15.7,1516232462
"652",4,306,39.9978135,-83.0249715,13.57,1516232463
"653",4,299,39.9978595,-83.0251233,12.38,1516232464
"654",3.9,297,39.9979069,-83.0252521,11.84,1516232465
"655",3.9,295,39.9979576,-83.0253806,12.04,1516232466
"656",3.9,295,39.9979989,-83.0255061,12.19,1516232467
"657",3.9,295,39.998041,-83.0256397,12.39,1516232468
"658",3.9,295,39.9980842,-83.0257722,12.19,1516232469
"659",3.9,294,39.9981239,-83.0258985,11.6,1516232470
"660",3.9,294,39.9981604,-83.0260165,10.67,1516232471
"661",3.9,294,39.9981941,-83.026127,9.58,1516232472
"662",3,293,39.9982252,-83.0262234,9,1516232473
"663",3.9,294,39.9982551,-83.0263187,9.04,1516232474
"664",3.9,293,39.9982984,-83.0264171,9.7,1516232475
"665",3.9,294,39.9983316,-83.0265252,10.59,1516232476
"666",3.9,295,39.9983737,-83.0266403,10.89,1516232477
"667",3.9,296,39.9984185,-83.0267637,10.73,1516232478
"668",3.9,296,39.9984643,-83.0268839,11.4,1516232479
"669",3.9,299,39.9985263,-83.0270098,11.8,1516232480
"670",3.9,300,39.9985832,-83.0271325,11.88,1516232481
"671",3.9,300,39.9986398,-83.0272492,11.63,1516232482
"672",3.9,301,39.9986943,-83.0273661,11.66,1516232483
"673",3.9,301,39.9987396,-83.0274809,11.02,1516232484
"674",3.9,301,39.9987856,-83.0275926,10.48,1516232485
"675",3.9,301,39.9988285,-83.0276956,9.99,1516232486
"676",3.9,302,39.9988739,-83.0277928,9.74,1516232487
"677",3.9,302,39.9989243,-83.0278884,9.44,1516232488
"678",4,303,39.9989706,-83.0279813,9.45,1516232489
"679",3.9,305,39.9990256,-83.0280632,9.62,1516232490
"680",3.9,305,39.9990695,-83.0281523,9.98,1516232491
"681",3.9,307,39.9991377,-83.0282575,10.85,1516232492
"682",3.9,310,39.9992147,-83.0283632,11.54,1516232493
"683",3.9,311,39.9992679,-83.028466,11.92,1516232494
"684",3.9,313,39.9993608,-83.0285703,11.92,1516232495
"685",3.9,315,39.9994376,-83.0286746,11.48,1516232496
"686",4,316,39.9995082,-83.0287631,10.89,1516232497
"687",4,317,39.9995808,-83.0288508,10.95,1516232498
"688",4,320,39.999665,-83.0289452,10.8,1516232499
"689",4,321,39.9997448,-83.0290199,10.72,1516232500
"690",4,322,39.9997868,-83.0290711,9.92,1516232501
"691",4,325,39.9998474,-83.0291405,9.62,1516232502
"692",4,327,39.9999257,-83.0291962,9.77,1516232503
"693",4,328,39.9999994,-83.0292622,9.44,1516232504
"694",4,328,40.0000735,-83.0293184,9.25,1516232505
"695",5,330,40.0001406,-83.0293703,9.08,1516232506
"696",5,331,40.0002128,-83.02942,8.94,1516232507
"697",5,334,40.0003112,-83.0294714,9.18,1516232508
"698",4,335,40.0003764,-83.0295106,9.86,1516232509
"699",4,337,40.0004657,-83.0295487,10.29,1516232510
"700",4,339,40.0005648,-83.0295931,11.16,1516232511
"701",4,340,40.0006601,-83.0296424,10.89,1516232512
"702",5,343,40.0007398,-83.0296624,10.74,1516232513
"703",5,344,40.0008571,-83.0297096,11.97,1516232514
"704",5,345,40.0009616,-83.0297444,12.24,1516232515
"705",5,347,40.0010817,-83.029783,11.97,1516232516
"706",6,347,40.0011959,-83.0298061,12.13,1516232517
"707",6,347,40.0013201,-83.0298421,13.5,1516232518
"708",6,348,40.0014387,-83.029876,13.5,1516232519
"709",5,349,40.0015767,-83.0299157,14.06,1516232520
"710",5,350,40.0017149,-83.0299503,13.84,1516232521
"711",5,352,40.0018361,-83.0299766,13.75,1516232522
"712",4,352,40.0019592,-83.0300004,13.24,1516232523
"713",4,352,40.0020796,-83.0300233,13.09,1516232524
"714",4,353,40.0021986,-83.0300411,13.16,1516232525
"715",4,352,40.002319,-83.0300614,13.77,1516232526
"716",4,352,40.0024372,-83.0300848,14.04,1516232527
"717",4,352,40.0025574,-83.0301095,14.08,1516232528
"718",4,352,40.0026877,-83.030138,14.13,1516232529
"719",4,352,40.0028215,-83.0301587,15.7,1516232530
"720",4,352,40.0029696,-83.0301936,17.6,1516232531
"721",4,352,40.003132,-83.0302241,18.26,1516232532
"722",4,352,40.0032931,-83.0302531,17.85,1516232533
"723",4,351,40.0034554,-83.0302726,17.74,1516232534
"724",3.9,350,40.0036207,-83.0303084,18.43,1516232535
"725",3.9,350,40.0037846,-83.0303433,18.43,1516232536
"726",3.9,350,40.0039731,-83.0303776,19.86,1516232537
"727",4,351,40.0041498,-83.0304135,19.85,1516232538
"728",3.9,350,40.0043223,-83.0304456,19.92,1516232539
"729",3.9,349,40.0045073,-83.0304911,20.83,1516232540
"730",4,349,40.0046916,-83.0305365,20.83,1516232541
"731",4,351,40.004892,-83.0305859,21.92,1516232542
"732",4,352,40.0050864,-83.0306216,22.05,1516232543
"733",3.9,352,40.0052952,-83.0306509,22.93,1516232544
"734",3.9,352,40.0055067,-83.0306826,23.48,1516232545
"735",4,352,40.0057127,-83.030719,23.19,1516232546
"736",3.9,352,40.0059203,-83.0307495,23.28,1516232547
"737",4,352,40.0061339,-83.0307824,23.1,1516232548
"738",4,352,40.006345,-83.0308164,22.75,1516232549
"739",4,352,40.0065401,-83.0308514,22.78,1516232550
"740",4,352,40.0067463,-83.030886,23.14,1516232551
"741",4,352,40.0069567,-83.0309162,23.85,1516232552
"742",4,352,40.007174,-83.0309528,23.9,1516232553
"743",4,351,40.0073944,-83.0309941,24.15,1516232554
"744",4,351,40.0076122,-83.0310309,24.25,1516232555
"745",4,351,40.0078282,-83.0310728,24.25,1516232556
"746",4,351,40.0080534,-83.031116,24.56,1516232557
"747",4,351,40.0082835,-83.0311565,24.66,1516232558
"748",4,351,40.0085096,-83.0312012,25.16,1516232559
"749",4,351,40.0087232,-83.0312504,24.64,1516232560
"750",5,351,40.0089424,-83.0312956,24.63,1516232561
"751",4,351,40.0091729,-83.031331,24.85,1516232562
"752",4,350,40.0093948,-83.0313799,24.77,1516232563
"753",4,350,40.0096114,-83.0314211,24.47,1516232564
"754",4,350,40.0098363,-83.031475,24.63,1516232565
"755",3.9,350,40.010053,-83.031529,25.15,1516232566
"756",4,349,40.0102801,-83.0315795,25.23,1516232567
"757",4,349,40.0104997,-83.0316314,25.21,1516232568
"758",4,348,40.0107292,-83.0316927,25.38,1516232569
"759",4,348,40.0109422,-83.0317483,25.48,1516232570
"760",4,348,40.0111652,-83.0318103,25.51,1516232571
"761",4,348,40.0113903,-83.0318696,25.5,1516232572
"762",4,348,40.0116108,-83.0319256,24.91,1516232573
"763",4,348,40.0118325,-83.0319766,24.64,1516232574
"764",4,347,40.0120466,-83.03204,24.42,1516232575
"765",4,348,40.0122616,-83.032099,24.4,1516232576
"766",4,348,40.0124782,-83.0321638,25.13,1516232577
"767",4,348,40.0127107,-83.032221,25.7,1516232578
"768",4,348,40.0129333,-83.0322812,25.5,1516232579
"769",4,348,40.0131582,-83.0323414,25.5,1516232580
"770",4,348,40.0133761,-83.032399,24.75,1516232581
"771",4,348,40.0135946,-83.0324577,24.34,1516232582
"772",4,348,40.013805,-83.0325115,23.93,1516232583
"773",4,348,40.0140161,-83.0325682,23.93,1516232584
"774",4,348,40.0141764,-83.0326145,22.46,1516232585
"775",4,348,40.0143745,-83.0326676,22.45,1516232586
"776",4,348,40.0145707,-83.03271,21.27,1516232587
"777",4,348,40.0147271,-83.0327622,20.31,1516232588
"778",4,348,40.0149117,-83.032809,20.01,1516232589
"779",4,348,40.0150881,-83.0328568,20,1516232590
"780",4,347,40.0152481,-83.0328955,19.22,1516232591
"781",4,347,40.0154065,-83.0329462,19.5,1516232592
"782",4,347,40.0155783,-83.0330069,19.47,1516232593
"783",3.9,346,40.015735,-83.0330615,18.85,1516232594
"784",4,346,40.0158994,-83.0331102,18.17,1516232595
"785",9,346,40.0160282,-83.0331555,17.02,1516232596
"786",9,346,40.0161725,-83.0332029,16.88,1516232597
"787",9,345,40.0162972,-83.033244,15.96,1516232598
"788",9,345,40.016435,-83.0332883,15.43,1516232599
"789",9,345,40.0165599,-83.0333432,14.33,1516232600
"790",9,345,40.0166799,-83.0333848,14.12,1516232601
"791",10,344,40.0167914,-83.0334151,14.01,1516232602
"792",10,344,40.0168984,-83.0334555,13.85,1516232603
"793",10,344,40.0170187,-83.0334987,13.35,1516232604
"794",10,344,40.0171324,-83.0335447,13.17,1516232605
"795",10,343,40.0172515,-83.0335896,13.37,1516232606
"796",11,343,40.0173672,-83.0336333,13.37,1516232607
"797",11,343,40.0175084,-83.0336802,14.68,1516232608
"798",10,343,40.01764,-83.0337237,14.91,1516232609
"799",10,343,40.0177736,-83.0337739,15.4,1516232610
"800",10,343,40.0179207,-83.0338305,16.07,1516232611
"801",10,343,40.0180627,-83.0338836,16.43,1516232612
"802",10,343,40.018207,-83.0339427,17.16,1516232613
"803",11,343,40.0183552,-83.0339998,17.16,1516232614
"804",10,343,40.018527,-83.0340652,17.75,1516232615
"805",10,343,40.0186772,-83.0341188,18.31,1516232616
"806",10,343,40.0188371,-83.0341871,18.65,1516232617
"807",10,343,40.0189972,-83.0342496,18.64,1516232618
"808",10,343,40.0191634,-83.0343134,19.04,1516232619
"809",10,343,40.0193427,-83.0343791,19.69,1516232620
"810",10,343,40.0195124,-83.0344458,19.68,1516232621
"811",10,343,40.0196932,-83.0345253,20.36,1516232622
"812",10,342,40.0198774,-83.0345987,20.5,1516232623
"813",10,342,40.020054,-83.0346691,20.5,1516232624
"814",9,343,40.0202428,-83.0347326,21.39,1516232625
"815",10,343,40.0204271,-83.0348052,21.38,1516232626
"816",10,343,40.0206314,-83.034874,22.27,1516232627
"817",10,343,40.0208235,-83.0349487,22.27,1516232628
"818",10,343,40.0210241,-83.0350099,22.56,1516232629
"819",10,343,40.021219,-83.0350843,22.55,1516232630
"820",9,344,40.0214567,-83.035173,24.11,1516232631
"821",9,344,40.0216725,-83.0352592,24.64,1516232632
"822",9,344,40.021868,-83.0353286,24.59,1516232633
"823",9,345,40.0220937,-83.0354047,25.06,1516232634
"824",10,345,40.0222963,-83.0354585,25.23,1516232635
"825",9,346,40.022509,-83.0355324,25.5,1516232636
"826",9,346,40.0227247,-83.0355935,25.37,1516232637
"827",9,347,40.0229648,-83.0356646,25.48,1516232638
"828",9,347,40.0231842,-83.0357298,25.29,1516232639
"829",9,347,40.0234018,-83.0357928,25.08,1516232640
"830",9,347,40.02363,-83.0358653,25.07,1516232641
"831",9,348,40.0238503,-83.0359325,25.55,1516232642
"832",9,348,40.0240743,-83.0359907,25.54,1516232643
"833",9,348,40.024313,-83.0360538,25.45,1516232644
"834",9,348,40.0245283,-83.0361168,25.23,1516232645
"835",10,349,40.0247508,-83.0361729,25.19,1516232646
"836",9,350,40.0249674,-83.0362331,24.67,1516232647
"837",4,351,40.025195,-83.0362764,24.37,1516232648
"838",4,354,40.0254256,-83.0363087,24.74,1516232649
"839",4,357,40.0256542,-83.0363323,24.51,1516232650
"840",4,1,40.0258747,-83.0363309,24.87,1516232651
"841",4,5,40.0261,-83.0363063,25.55,1516232652
"842",5,9,40.0263583,-83.0362695,26.07,1516232653
"843",4,13,40.0265796,-83.0362076,26.54,1516232654
"844",4,18,40.0268112,-83.0361419,25.91,1516232655
"845",4,22,40.0270338,-83.0360359,25.52,1516232656
"846",4,27,40.0272332,-83.035906,25.46,1516232657
"847",4,31,40.0274309,-83.0357542,25.56,1516232658
"848",5,34,40.0276207,-83.0355877,25.66,1516232659
"849",5,37,40.0278078,-83.0354116,25.62,1516232660
"850",4,43,40.0279808,-83.0352049,26.06,1516232661
"851",4,49,40.02814,-83.0349877,25.8,1516232662
"852",4,53,40.0282695,-83.0347526,25.89,1516232663
"853",5,56,40.0284063,-83.0345074,25.84,1516232664
"854",4,60,40.0285238,-83.0342449,26.17,1516232665
"855",4,62,40.0286315,-83.033967,26.32,1516232666
"856",5,64,40.0287351,-83.0337132,25.05,1516232667
"857",5,64,40.0288352,-83.0334475,25.64,1516232668
"858",5,64,40.0289553,-83.0332211,25.68,1516232669
"859",5,64,40.0290693,-83.0329372,26.33,1516232670
"860",4,63,40.0291808,-83.0326777,26.27,1516232671
"861",5,63,40.0292938,-83.0324045,26.48,1516232672
"862",5,62,40.0294028,-83.0321257,26.7,1516232673
"863",5,61,40.0295154,-83.0318492,26.7,1516232674
"864",5,60,40.0296341,-83.0315619,26.78,1516232675
"865",5,59,40.0297501,-83.0312864,26.19,1516232676
"866",5,58,40.0298728,-83.0310292,25.5,1516232677
"867",5,57,40.0299958,-83.0307876,25.08,1516232678
"868",4,55,40.0301247,-83.0305509,24.62,1516232679
"869",4,54,40.0302497,-83.0303114,24.11,1516232680
"870",4,52,40.0303771,-83.0300842,24.03,1516232681
"871",4,50,40.0305072,-83.0298648,24.07,1516232682
"872",5,49,40.030646,-83.0296429,24.21,1516232683
"873",6,49,40.0307849,-83.0294259,24.33,1516232684
"874",6,42,40.0309548,-83.0292344,24.81,1516232685
"875",6,40,40.0311257,-83.0290365,25.08,1516232686
"876",8,37,40.0313028,-83.0288507,25.44,1516232687
"877",5,35,40.0314737,-83.0286575,24.42,1516232688
"878",6,33,40.0316509,-83.028486,24.3,1516232689
"879",5,26,40.0318808,-83.0283514,25.25,1516232690
"880",4,22,40.0320752,-83.0282373,25.85,1516232691
"881",4,19,40.0323079,-83.0281187,26.24,1516232692
"882",4,15,40.0325393,-83.0280418,26.65,1516232693
"883",4,12,40.0327641,-83.0279644,26.29,1516232694
"884",4,8,40.0330039,-83.0279239,26.61,1516232695
"885",3.9,5,40.0332348,-83.0278697,26.81,1516232696
"886",4,2,40.0334801,-83.0278412,27.1,1516232697
"887",5,359,40.0337257,-83.0278338,27.47,1516232698
"888",4,353,40.0339563,-83.027862,27,1516232699
"889",3.9,352,40.034196,-83.0278969,27.22,1516232700
"890",3.9,349,40.0344366,-83.0279533,26.89,1516232701
"891",3.9,344,40.034672,-83.0280373,27.16,1516232702
"892",3.9,340,40.0349068,-83.0281342,27.56,1516232703
"893",3.9,338,40.0351331,-83.0282447,27.32,1516232704
"894",3.9,335,40.0353603,-83.0283696,27.45,1516232705
"895",3.9,335,40.0355802,-83.0285016,27.9,1516232706
"896",4,335,40.0358071,-83.0286376,28.46,1516232707
"897",4,335,40.0360373,-83.0287817,28.58,1516232708
"898",4,335,40.0362786,-83.0289182,28.34,1516232709
"899",4,334,40.036516,-83.0290522,NA,1516232710
"900",50,334,40.0367382,-83.0291755,0,1516232711
"901",50,334,40.0369739,-83.0293253,0,1516232712
"902",50,334,40.0371854,-83.0294507,0,1516232713
"903",50,334,40.0374103,-83.0295984,0,1516232714
"904",50,335,40.0376415,-83.0297402,0,1516232715
"905",50,335,40.0378836,-83.0298737,0,1516232716
"906",50,335,40.0381285,-83.0300182,0,1516232717
"907",50,335,40.0383781,-83.0301667,0,1516232718
"908",50,334,40.0386222,-83.0303049,0,1516232719
"909",50,334,40.0388736,-83.0304669,0,1516232720
"910",50,334,40.0391131,-83.0306179,0,1516232721
"911",50,335,40.0393562,-83.0307701,0,1516232722
"912",50,335,40.0396012,-83.0309262,0,1516232723
"913",50,334,40.0398557,-83.0310831,0,1516232724
"914",50,334,40.0401051,-83.0312367,0,1516232725
"915",50,334,40.0403565,-83.031395,0,1516232726
"916",50,334,40.0405952,-83.0315479,0,1516232727
"917",50,334,40.0408529,-83.0316996,0,1516232728
"918",50,334,40.0411069,-83.0318562,0,1516232729
"919",50,335,40.0413668,-83.03201,0,1516232730
"920",50,335,40.041636,-83.0321594,0,1516232731
"921",50,335,40.0418999,-83.0323097,0,1516232732
"922",50,336,40.0421589,-83.0324589,0,1516232733
"923",50,337,40.0424282,-83.0326123,0,1516232734
"924",50,339,40.0427037,-83.0327534,0,1516232735
"925",50,341,40.0429651,-83.0328747,0,1516232736
"926",50,344,40.043243,-83.0329791,0,1516232737
"927",50,347,40.0435276,-83.0330726,0,1516232738
"928",50,349,40.0438116,-83.0331475,0,1516232739
"929",50,352,40.0440878,-83.0331977,0,1516232740
"930",50,355,40.0443857,-83.0332431,0,1516232741
"931",50,356,40.0446755,-83.0332772,0,1516232742
"932",50,357,40.0449585,-83.0333027,0,1516232743
"933",50,357,40.0452379,-83.0333267,0,1516232744
"934",50,357,40.0455157,-83.0333465,0,1516232745
"935",50,357,40.0458006,-83.0333497,0,1516232746
"936",50,358,40.0460776,-83.0333614,0,1516232747
"937",50,359,40.0463572,-83.033375,0,1516232748
"938",50,359,40.0466295,-83.0333883,0,1516232749
"939",50,358,40.0469125,-83.0334029,0,1516232750
"940",50,357,40.047179,-83.0334083,0,1516232751
"941",50,357,40.0474572,-83.0334228,0,1516232752
"942",50,357,40.0477286,-83.0334353,0,1516232753
"943",50,359,40.0479667,-83.0334522,0,1516232754
"944",50,0,40.0482196,-83.0334399,0,1516232755
"945",50,2,40.0484598,-83.0334365,0,1516232756
"946",50,4,40.0487035,-83.0334178,0,1516232757
"947",50,5,40.0489393,-83.0333931,0,1516232758
"948",50,5,40.0491787,-83.0333668,0,1516232759
"949",50,5,40.0494307,-83.0333314,0,1516232760
"950",50,7,40.049679,-83.0332918,0,1516232761
"951",4,8,40.0499277,-83.0332392,27.64,1516232762
"952",4,9,40.050153,-83.0331818,26.26,1516232763
"953",4,10,40.0503806,-83.0331254,25.27,1516232764
"954",4,12,40.0506011,-83.0330647,24.69,1516232765
"955",4,13,40.0508215,-83.0329951,24.57,1516232766
"956",4,14,40.0510291,-83.0329363,22.4,1516232767
"957",4,15,40.0512239,-83.0328762,21.07,1516232768
"958",4,16,40.0514059,-83.0328011,20.89,1516232769
"959",4,17,40.0515624,-83.0327276,20.98,1516232770
"960",4,18,40.0517328,-83.0326487,21.78,1516232771
